ID	subset	status	action	accession	PMID	title	quote	URL	note
COHO:0000142	EGA	FOUND	example added	EGAS00000000055	PMID:20032323	Genetic variants associated with Lp(a) lipoprotein level and coronary disease.	Procardis study on novel susceptibility genes for coronary artery disease (CAD)	https://ega-archive.org/studies/EGAS00000000055	Dedicated PROCARDIS EGA study (better than the local candidate EGAS00001002123, where PROCARDIS is one of four discovery GWAS). The record describes a CAD case-control gene-chip study of 3145 cases and 3352 controls, and its linked paper is authored by the PROCARDIS Consortium, matching the definition (CHD case-control collection).
COHO:0000143	EGA	NOT FOUND	removed from subset						"No EGA study found. Local candidate EGAS00001006410 rejected: acronym clash, it is the SOLTI PAMELA trial (NCT01973660) of neoadjuvant therapy in HER2+ breast cancer, not the Monza blood-pressure cohort. EGA site search 'PAMELA' 1 EGAS (that trial), 'Pressioni Arteriose' 0, 'Monza blood pressure' 0, 'ambulatory blood pressure' 0 EGAS; EBI Search ega '""Pressioni Arteriose""' 0; local tables only the clash; Europe PMC '(""Pressioni Arteriose Monitorate"" OR ""PAMELA study"" OR ""PAMELA population"") AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 0. EGA subset membership looks mistaken (it rests on the acronym clash)."
COHO:0000144	EGA	FOUND	example added	EGAS00001003583	PMID:31684996	Genetic regulation of gene expression and splicing during a 10-year period of human aging.	We performed RNA sequencing in whole-blood from the same individuals from the PIVUS study at ages 70 and 80 to quantify how gene expression, alternative splicing, and their genetic regulation are altered during this 10-year period of advanced aging.	https://ega-archive.org/studies/EGAS00001003583	Local candidate confirmed. PIVUS is an acronym on the EGA record; the paper (PMC6827221) expands it ('65 healthy participants from the Prospective Investigation of Uppsala Seniors (PIVUS) study [28] at both age 70 and 80'), its Uppsala co-authors fit the definition, and its data availability gives this study's dataset EGAD00001004965.
COHO:0000145	EGA	NOT FOUND	removed from subset						"No EGA study found. Local candidates EGAS00001001713 and EGAS00001002817 rejected: acronym clash, both are 'PAGE: Prenatal Assessment of Genomes and Exomes'. EGA site search 'Psoriasis Association Genetics Extension' 0; 'psoriasis' 13 EGAS, none naming PAGE (the WTCCC2/GAPC psoriasis GWAS EGAS00000000108 matched only the words 'psoriasis association'); EBI Search ega full name 0; Europe PMC '""Psoriasis Association Genetics Extension"" AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 0; none of the 9 papers naming PAGE mentions EGA, and Ellinghaus 2016 (PMC4848113) says PAGE genotype data are available only by application to the consortium. EGA subset membership looks mistaken (it rests on the acronym clash)."
COHO:0000146	EGA	FOUND	example added	EGAS00001001960	PMID:27869829	Contribution of copy number variants to schizophrenia from a genome-wide study of 41,321 subjects.	Here, we report the largest genome-wide analysis of CNVs for any psychiatric disorder to date, using datasets assembled by the Schizophrenia Working Group of the PGC.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_json/PMC5737772/unicode	PGC CNV Analysis Group study; the same text defines PGC as the Psychiatric Genomics Consortium (the renamed Psychiatric GWAS Consortium) and states the rare CNV call set 'can be obtained from the European Genome-Phenome Archive (Study accession #EGAS00001001960)'; the EGA dataset is released through the 'PGC CNV Data Access Committee'. Preferred over the local candidate EGAS00001000913 (WTCCC3 anorexia nervosa; linked to the PGC only via the later Eating Disorders Working Group, outside the definition's five disorders).
COHO:0000147	EGA	NOT FOUND	removed from subset						"No EGA study found. Local candidate EGAS00001007321 rejected: word clash (DNA damage after paternal ionising-radiation exposure in radar technicians). EGA site search 'Research on Adolescent Development and Relationships' 0, 'RADAR adolescents' 0, 'RADAR-Young' 0, 'adolescent development relationships' 0; EBI Search ega '""Research on Adolescent Development""' 0; Europe PMC '(""Research on Adolescent Development and Relationships"" OR ""RADAR-Young"" OR ""RADAR-Old"" OR ""RADAR study"") AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 1, the same radar-technician paper (PMC12185716). EGA subset membership looks mistaken (it rests on the word clash)."
COHO:0000149	EGA	FOUND	example added	EGAS00001003103	PMID:30206357	Exploring rare and low-frequency variants in the Saguenay-Lac-Saint-Jean population identified genes associated with asthma and allergy traits.	Samples from 149 trios from the Saguenay-Lac-Saint-Jean asthma familial cohort were all sequenced using a custom capture panel developed by our group, followed by next-generation sequencing.	https://ega-archive.org/studies/EGAS00001003103	Local candidate confirmed on the EGA record: the SLSJ asthma familial cohort named in full (matches synonym and definition; asthma and allergy traits in the Quebec founder population). The sibling candidate EGAS00001003077 (same description) is still 'pending for release'.
COHO:0000151	EGA	FOUND	example added	EGAS00001002212	PMID:26366554	Genome sequencing elucidates Sardinian genetic architecture and augments association analyses for lipid and blood inflammatory markers.	The dataset includes the VCF files with the list of variants, and their frequency, found in 3,514 Sardinian individuals recruited from the SardiNIA longitudinal study (N=2090) and from a case-control study of autoimmune diseases in Sardinia (N=1424).	https://ega-archive.org/studies/EGAS00001002212	Local candidate confirmed on the EGA record: the SardiNIA longitudinal study named as the source of 2090 sequenced individuals. Alternative: EGAS00001002105 ('RNAseq data of polyA+ RNA from Leukocytes from 624 individuals of the SardiNIA cohort', PMID:28394350).
COHO:0000152	EGA	FOUND	example added	EGAS00001001459	PMID:31118516	Exome sequencing of 20,791 cases of type 2 diabetes and 24,440 controls.	individuals drawn from three prospective cohorts: the Malmö Preventive Project, the Scania Diabetes Registry, and the Botnia Study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6699738/supplementaryFiles	Quote is from Supplementary Table 1 (41586_2019_1231_MOESM3_ESM.xlsx), GoT2D 'Malmo-Botnia Study' row, which adds '125 cases were selected from each of the Scania and Malmö studies' and gives EGA datasets 'EGAD00001002246, EGAD00001002247'. The dataset pages place EGAD00001002247 in the GoT2D study EGAS00001001459 and EGAD00001002246 in EGAS00001001460 (T2D-GENES/GoT2D 13K exomes). The GoT2D paper (PMID:27398621, which gives EGAS00001001459) lists the Malmo-Botnia Study (Finland, Sweden) but does not name the registry. Two-step link (registry cases inside the Malmo-Botnia sample), stated verbatim in the supplement.
COHO:0000154	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001006624		TransSCOT_WES	TransSCOT is the translational arm of the SCOT trial, where samples of paraffin embedded tumour tissue (obtained at surgical resection of SCOT patient’s primary tumour prior to entry into the trial) and blood samples (serum sample and EDTA sample) were collected as part of a sub-study research initiative.	https://ega-archive.org/studies/EGAS00001006624	Local candidate; the record identifies the SCOT trial exactly (ISRCTN59757862; 3 v 6 months adjuvant oxaliplatin in high-risk stage II/III colorectal cancer), but the study is 'pending for release', has no linked paper, and describes the analysis as planned ('We will use these for analysis'), so it is unclear whether SCOT data have yet been analysed and released. No released alternative: EGA site 'SCOT trial' 0, 'TransSCOT' 0 (the site search skips pending studies); EBI Search ega 'SCOT AND colorectal' 2 (SCORT bait-design test, not SCOT); Europe PMC SCOT/TransSCOT/ISRCTN59757862 AND EGA terms 1 (Law 2019 CRC GWAS used SCOT GWAS data, but its only EGA deposit, EGAS00001001946, is Hi-C/ChIP-seq data).
COHO:0000156	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search 'Singapore Chinese colorectal' 1 result, 0 EGAS (dbGaP OncoArray lung entry); 'Singapore colorectal' 1 EGAS (SG-BULK tumour RNA-seq of Singhealth CRC patients, IRB 2018, not the GWAS case-control collection); 'Singapore Chinese Study'/'Singapore Chinese' 3 EGAS (Singapore Living Biobank, SG10K pilot, Peranakan project), none a colorectal case-control study; EBI Search ega 'Singapore AND colorectal' 2 (SG-BULK); local tables 0; Europe PMC '(""Singapore Chinese Study"" OR ""Singapore Chinese"") AND colorectal AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 3, none depositing this collection. EGA subset membership looks mistaken."
COHO:0000158	EGA	NOT FOUND	removed from subset						"No EGA study of the VCU cohort found. Local candidate EGAS00001006659 rejected as a same-name clash: its 'Spit for Science' is 'a community sample of 7,100 unrelated European, and East Asian children and youth', from the Hospital for Sick Children, Toronto (paper PMC10360394), not the Virginia Commonwealth University student cohort. EGA site search 'Spit for Science' 1 EGAS (that study); 'Virginia Commonwealth University' 2 results, 0 EGAS (dbGaP MOMS-PI); EBI Search ega '""Spit for Science""' 1 (the same Toronto study); Europe PMC '""Spit for Science"" AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 3, all about the Toronto sample or unrelated. EGA subset membership looks mistaken (it rests on the name clash)."
COHO:0000159	EGA	FOUND	example added	EGAS00001005860	PMID:35410376	Exome sequencing in bipolar disorder identifies AKAP11 as a risk gene shared with schizophrenia.	In this project we sequenced and analyzed the whole exomes of 5340 SWEBIC Bipolar case samples from collaborators in Sweden.	https://ega-archive.org/studies/EGAS00001005860	Local candidate confirmed on the EGA record: 'Swedish Bipolar Disorder exome sequencing (SWEBIC)', a Karolinska Institute and Stanley Center collaboration on Swedish bipolar cases (matches the definition and both synonyms); linked paper PMID:35410376.
COHO:0000160	EGA	FOUND	example added	EGAS50000000906	PMID:28832569	SweGen: a whole-genome data resource of genetic variability in a cross-section of the Swedish population.	This Study contains four datasets where the first one contains whole-genome sequencing data in CRAM-format for 942 individuals from the Swedish Twin Registry	https://ega-archive.org/studies/EGAS50000000906	SweGen EGA study naming the Swedish Twin Registry in full (the record also says 'The samples originate from the Swedish Twin Registry (STR)'); linked paper PMID:28832569. Found by EGA site search 'Swedish Twin Registry' (1 result); no local candidate.
COHO:0000161	EGA	NOT FOUND	removed from subset						"No EGA study found. EGA site search 'Taiwan diabetes' 1 and 'Taiwan Type 2 Diabetes' 1 result, 0 EGAS (dbGaP CCDG TaiChi entry); 'Taiwan' 7 EGAS (cancer genomics and population-history studies, none on diabetes); 'Han Chinese diabetes' 0; EBI Search ega 'Taiwan AND diabetes' 0; local tables 0; Europe PMC '(""Taiwan Type 2 Diabetes Study"" OR ""Taiwan T2D Study"" OR ""TDS"") AND Taiwan AND diabetes AND (EGAS* OR EGAD0* OR ""European Genome-phenome Archive"")' 4, none using this collection (a twin T2D methylation study, an adipose-tissue smoking methylation study, two abstract books). EGA subset membership looks mistaken."
COHO:0000164	EGA	FOUND	example added	EGAS00001000124	PMID:32492392	Exome Sequencing Identifies Genes and Gene Sets Contributing to Severe Childhood Obesity, Linking PHIP Variants to Repressed POMC Transcription.	Targeted sequencing was performed in an additional unrelated 1,810 SCOOP cases and 2,647 controls from the Fenland cohort (stage 2)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7267775/fullTextXML	Marenne 2020 is a publication linked on EGA study EGAS00001000124 (UK10K_OBESITY_SCOOP) and states 'SCOOP and INTERVAL WES data are accessible from ... EGA: EGAS00001000124 and EGA: EGAS00001000825'. Fenland participants were sequenced and analysed as stage-2 controls, but the EGA deposit holds the SCOOP exomes, not Fenland data. The only EGA study found with Fenland's own data, EGAS00001007822 (Fenland_Exomes, local candidate), is 'pending for release' and worded as a proposal. Other Fenland uses: GoT2D (Fen-EPIC in exome-array replication only), Seyres 2022 (EGAS00001003780; Fenland lipids for validation).
COHO:0000165	EGA	NOT FOUND	removed from subset						"No EGA study found. In the current example's paper (Byun 2022, PMC9373844) the tag stands for the 'Helmholtz-Gemeinschaft Deutscher Forschungszentren Lung Cancer GWAS (GERMAN)', a German case-control collection, whereas the COHO definition describes the research organisation (worth a curator's look). EGA site search 'Helmholtz-Gemeinschaft'/'Helmholtz Gemeinschaft'/'Helmholtz Association' 0; 'HGF' and 'HGF lung cancer' 1 EGAS (ALK lung cells, where HGF is the growth factor); 'German lung cancer' 4, 'lung cancer GWAS' 23, 'Heidelberg lung cancer' 1 results, all 0 EGAS (dbGaP entries); EBI Search ega '""Helmholtz-Gemeinschaft""' 0; Europe PMC full name AND EGA terms 3 (COVID-19/HIV single-cell studies naming the Helmholtz-Gemeinschaft only as a funder); German lung cancer GWAS name AND EGA terms 0. EGA subset membership looks mistaken."
COHO:0000166	EGA	FOUND	example added	EGAS00001001207	PMID:30405126	Cohort-wide deep whole genome sequencing and the allelic architecture of complex traits.	15x whole genome sequencing in samples from the Cretan Greek isolate collection HELIC MANOLIS	https://ega-archive.org/studies/EGAS00001001207	EGA record names HELIC MANOLIS (synonym; Cretan isolate, matches definition). Its linked paper PMID:30405126 states 'Sequencing data are available at the European Genome-Phenome Archive under accession numbers EGAS00001001207 for MANOLIS' (PMC6220258). The local candidates EGAS00001000067, EGAS00001000630 and EGAS00001000392 are further MANOLIS studies.
