ID	example study	PMID	note	quote	URL	title
COHO:0000020	GCST90029042	PMID:34407845	added 2026-09-23 as the GWAS subset's example: Local candidate; Catalog tags it BCAC; full consortium name in the abstract.	Analyses were based on 91,686 female patients of European ancestry from the Breast Cancer Association Consortium, including 7531 breast cancer-specific deaths over a median follow-up of 8.1 years.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:34407845%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000021	EGAS00001004453		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Elderly microbiome from the Bruneck study	https://ega-archive.org/studies/EGAS00001004453	
COHO:0000021	GCST001361	PMID:22199011	added 2026-09-23 as the GWAS subset's example: Bruneck Study (Bruneck, Italy) participants analysed in the replication stage of this ABI GWAS meta-analysis. Also a de novo genotyped replication cohort in the apoA-IV GWAS GCST003590 (PMID:27412012). Catalog does not tag cohorts on these studies.	The replication studies included 5 population-based studies and 3 clinically-based studies including a total of over 16,000 participants: the Bruneck Study (n=786)	https://pmc.ncbi.nlm.nih.gov/articles/PMC3303225/	
COHO:0000023	EGAS00001004001	PMID:32585557	the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	normal mucosa miRNA expression data from The Cancer Genome Atlas database	https://ega-archive.org/studies/EGAS00001004001	
COHO:0000023	GCST90435239	PMID:38836758	added 2026-09-23 as the GWAS subset's example: Catalog tags this study TCGA; TCGA breast cancer germline and tumour data analysed in the discovery GWAS.	Existing datasets of women with breast cancer from The Cancer Genome Atlas (TCGA; ref. 1), Molecular Taxonomy of Breast Cancer International Consortium (METABRIC; ref. 23), and the Welcome Trust Sanger Institute (24) were used for the discovery GxM GWAS.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11210444/fullTextXML	
COHO:0000024	GCST90102456	PMID:34996992	added 2026-09-23 as the GWAS subset's example: Local candidate; Catalog tags it CPSII; CPS-II (American Cancer Society cohort) colorectal cancer cases included in the survival GWAS.	The following 15 ISACC studies were included: the Cancer Prevention Study-II (CPS-II)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8741984/fullTextXML	
COHO:0000028	EGAS00001000411	PMID:21965548	the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	As part of the Cardiogenics project, RNA from monocytes and macrophages of 363 patients with coronary artery disease	https://ega-archive.org/studies/EGAS00001000411	
COHO:0000028	GCST006259	PMID:27618452	added 2026-09-23 as the GWAS subset's example: From the per-study author contributions: Cardiogenics is one of the genotyped studies in this blood pressure meta-analysis (GCST006258 is the diastolic counterpart); its PIs (Deloukas, Goodall, Erdmann, Samani, Schunkert) are the Cambridge/Leicester/Lubeck Cardiogenics investigators, confirming identity. The paper also uses Cardiogenics eQTL data. Other Catalog papers use Cardiogenics only for monocyte/macrophage eQTL look-ups (e.g. GCST001023, PMID:21459883).	CARDIOGENICS: Genotyping or analysis: S.Kanoni, A.H.G. Study PI: P.D., A.H.G., J.E., N.J.S., H.Schunkert	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5042863/fullTextXML	
COHO:0000029	GCST90225531	PMID:36187959	added 2026-09-23 as the GWAS subset's example: Local candidate; Catalog tags it CARDIoGRAMplusC4D; the consortium CAD summary statistics are analysed in the cross-trait GWAS.	The summary statistic for CAD was from the Coronary ARtery DIsease Genome Wide Replication and Meta-analysis plus The Coronary Artery Disease Genetics (CARDIoGRAMplusC4D) Consortium (60,801 cases and 123,504 controls) (Nikpay et al., 2015).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9520490/fullTextXML	
COHO:0000034	GCST004735	PMID:28654678	added 2026-09-23 as the GWAS subset's example: Row of the table of samples used in this GWAS of EBV copy number in 1000 Genomes lymphoblastoid cell lines: 96 CEU cell lines from the CEPH Utah collection were analysed. The COHO entity is the CEPH foundation; its Utah reference-family cell lines are the samples used here. No Catalog GWAS names CEPH as a directly recruited cohort; in other Catalog papers CEPH appears only as a HapMap reference or for QC (e.g. 15 CEPH trios genotyped for Mendelian-error checks, PMID:29348612).	Utah Residents (CEPH) with Northern and Western European ancestry CEU EUR 96	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5487016/fullTextXML	
COHO:0000037	EGAS00001002746	PMID:29496485	the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Children, Allergy, Milieu, Stockholm, Epidemiology	https://ega-archive.org/studies/EGAS00001002746	
COHO:0000037	GCST002646	PMID:25281659	added 2026-09-23 as the GWAS subset's example: Full name in the methods: BAMSE (Stockholm birth cohort) is one of the discovery GWA sub-samples of this early-growth GWAS (GCST002644, birth length, is the other study of the paper). The Catalog-tagged BAMSE papers (e.g. PMID:42036355) mention it only in funding text. Catalog does not tag cohorts on this study.	one sub-sample from the Avon Longitudinal Study of Parents and Children (ALSPAC, GWA, n = 4816); Children, Allergy, Milieu, Stockholm, Epidemiology [Swedish] (BAMSE, GWA, n = 423);	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4447786/fullTextXML	
COHO:0000040	EGAS00001005421		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Genotype data from the COIN and COIN-B trials	https://ega-archive.org/studies/EGAS00001005421	
COHO:0000040	GCST90095054	PMID:35467766	added 2026-09-23 as the GWAS subset's example: Local candidate; Catalog tags it COIN and COIN-B; the COIN trial of advanced colorectal cancer (oxaliplatin and fluoropyrimidine, continuous vs intermittent), matching the definition.	We analysed genome-wide association data for 10 toxicities in advanced colorectal cancer (CRC) patients from the COIN and COIN-B trials.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:35467766%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000041	EGAS00001005421		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Genotype data from the COIN and COIN-B trials	https://ega-archive.org/studies/EGAS00001005421	
COHO:0000041	GCST90101725	PMID:34794066	added 2026-09-23 as the GWAS subset's example: Catalog tags it COIN and COIN-B; COIN-B named explicitly alongside COIN (advanced colorectal cancer trials). GCST90095054 (PMID:35467766) also uses and is tagged with COIN-B.	We performed a GWAS for overall survival (OS) in 1926 patients with advanced CRC from the COIN and COIN-B clinical trials.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:34794066%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000047	EGAS00001008043		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	CROATIA-Korcula Study	https://ega-archive.org/studies/EGAS00001008043	
COHO:0000047	GCST90129345	PMID:35332118	added 2026-09-23 as the GWAS subset's example: Catalog tags it CROATIA-Korcula and VIKING (transferrin N-glycan GWAS, 1,890 Korculan or Shetland individuals; the paper local candidate GCST90129321 is its IgG counterpart).	We performed GWAS of 35 ultra-high-performance liquid chromatography (UHPLC)-measured transferrin N-glycan traits and Haplotype Reference Consortium (HRC) r1.135—imputed genetic data in two cohorts of European descent, CROATIA-Korcula (N = 948) and VIKING (N = 952).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8948205/fullTextXML	
COHO:0000048	GCST011569	PMID:32944759	"added 2026-09-23 as the GWAS subset's example: The paper calls it ""the 1936-cohort""; identity confirmed by context: Glostrup, Denmark, born 1936, mean age 60.5 at the examination and the 1996/97 investigation (the Glostrup study of 60-year-olds in the current example PMID:12871360). It is one of four replication cohorts (n = 622) meta-analysed with discovery; the Catalog replication sample (2,689) matches RISC + 1936-cohort + ADIGEN + Family study. Catalog does not tag cohorts on this study."	The 1936-cohort is a population-based prospective age-specific cohort that consists of 1198 Danish subjects born in 1936, who were resident in municipalities nearby Glostrup Hospital (Denmark) in 1976.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7765651/fullTextXML	
COHO:0000049	GCST001213	PMID:21874001	added 2026-09-23 as the GWAS subset's example: Full name in the online methods; DGP type 2 diabetes cases and controls used in the replication stage. Also a stage 3b replication study in GCST001809 (PMID:23300278). Catalog does not tag cohorts on these studies.	Replication testing amongst South Asians was carried out amongst 13,170 T2D cases and 25,398 controls participants from the following studies: the Chennai Urban Rural Epidemiology Study (CURES)36 the COBRA study37 the Diabetes Genetics in Pakistan (DGP) and UK Asian Diabetes Study (UKADS),38, 39	https://pmc.ncbi.nlm.nih.gov/articles/PMC3773920/	
COHO:0000059	EGAS00001005027		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	The Dutch Microbiome Project (DMP) data includes raw data generated by shotgun metagenomic sequencing of faecal samples of 8,208 Dutch individuals	https://ega-archive.org/studies/EGAS00001005027	
COHO:0000059	GCST90027688	PMID:35115690	"added 2026-09-23 as the GWAS subset's example: Full name in title and abstract; one of 412 microbiome GWAS from this paper (this one is Bifidobacterium abundance). The Catalog tags these studies ""other"", not DMP."	To robustly characterize these effects, we performed a genome-wide association study of 207 taxa and 205 pathways representing microbial composition and function in 7,738 participants of the Dutch Microbiome Project.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:35115690%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000062	GCST011890	PMID:33603002	"added 2026-09-23 as the GWAS subset's example: EPIGEN-Brazil genotypes of the Bambui cohort (a member of the initiative) are one of the four discovery datasets; the paper also says genotyping was approved ""as part of the Epigen-Brazil protocol"", confirming the Brazilian initiative (not the epilepsy EPIGEN consortium named in other Catalog papers). The 1,439 admixed individuals in this trans-ethnic study are the Bambui participants. Also GCST009433 (PMID:31792241, Bambui-Epigen cohort GWAS)."	We used the genotype data (Illumina Infinium Omni2.5) from 1442 participants from the Bambui Study in the context of the EPIGEN project39.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7893038/fullTextXML	
COHO:0000064	EGAS00001005900		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	As part of the Estonian Biobank, we established the Estonian Microbiome Cohort	https://ega-archive.org/studies/EGAS00001005900	
COHO:0000064	GCST90245818	PMID:36922633	added 2026-09-23 as the GWAS subset's example: Catalog tags it EB (with FinnGen and LifeLines); discovery GWAS in the Estonian Biobank.	We carried out a GWAS with the Estonian Biobank (EstBB) cohort data (30,194 cases, 94,694 controls), followed by a meta-analysis of data from three independent cohorts (34,422 affected individuals and 364,991 population controls) of European ancestry.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11368920/fullTextXML	
COHO:0000065	EGAS00001006432		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	European Prospective Investigation into Cancer and Nutrition	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13047241/fullTextXML	
