ID,label,type,disease cohort,disease role,diseases,quote,source,confidence,note,classified by,checked by
COHO:0000606,Starr County Health Studies,cohort,yes,population study of disease,type 2 diabetes,"To assess the prevalence and morbidity of noninsulin-dependent diabetes mellitus among Mexican Americans, 14% of the Starr County, Texas, population (97% Mexican-American) was randomly sampled.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A6637993+AND+SRC%3AMED&format=json&resultType=core,high,"Programme of studies of type 2 diabetes among Mexican Americans in Starr County, Texas, built on a random population sample and later diabetes case-control collections and household surveys; a population study of one disease that also holds diabetes patients. No exposure focus.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000607,International Multicentre ADHD Genetics project,cohort,yes,patients,attention deficit/hyperactivity disorder,Behavioural data were collected from 1068 probands with the combined type of attention deficit/hyperactivity disorder (ADHD-CT) and 1446 'unselected' siblings.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A21473745+AND+SRC%3AMED&format=json&resultType=core,high,"European multi-site family sample of children with DSM-IV combined-type ADHD, their siblings and parents, collected for molecular genetic studies of ADHD; a patient (proband-family) cohort, with no exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000608,Family Blood Pressure Program,cohort aggregation,yes,patients,hypertension,"A major part of participants in three networks GENOA, HyperGEN and SAPPHIRe were recruited mainly through hypertensive probands.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A16076393+AND+SRC%3AMED&format=json&resultType=core,high,"NHLBI programme pooling four family networks recruited mainly through hypertensive probands to study the genetic determinants of blood pressure and hypertension; the families contain both hypertensive probands and their relatives, so the disease role is patients (with at-risk relatives). No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000609,Women's Health Study,cohort,no,,,"The Women’s Health Study (WHS) was a randomized, double-blind, clinical trial of low-dose aspirin and vitamin E in the primary prevention of CVD and cancer among 39,876 apparently healthy women age ≥45 years.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC1852917/fullTextXML,medium,"Primary-prevention trial of aspirin and vitamin E in apparently healthy female health professionals, followed as a cohort for CVD, cancer and other incident disease; healthy volunteers with a broad two-disease-family purpose, so not a disease cohort, and the only exposures are the trial medications.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000610,Genetics and Epidemiology of Colorectal Cancer Consortium,cohort aggregation,yes,patients,colorectal cancer,GECCO is now aiming to broaden its investigation of colorectal cancer risk by examining tumor characteristics in concert with host characteristics.,https://www.fredhutch.org/en/research/divisions/public-health-sciences-division/research/cancer-prevention/genetics-epidemiology-colorectal-cancer-consortium-gecco.html,high,"International consortium pooling colorectal cancer case-control, cohort and trial studies (cases and controls) to find genetic risk factors and gene-environment interactions for colorectal cancer; classified by what it collects. Gene-environment work does not make it an exposure cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000611,Prostate Cancer Association Group to Investigate Cancer-Associated Alterations in the Genome,cohort aggregation,yes,patients,prostate cancer,"We evaluated the most significant single-nucleotide polymorphisms (SNP) in these loci using a worldwide consortium of 13 groups (PRACTICAL). Blood DNA from 7,370 prostate cancer cases and 5,742 male controls was analyzed by genotyping assays.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A18708398+AND+SRC%3AMED&format=json&resultType=core,high,Consortium of prostate cancer case-control and cohort study groups pooling cases and controls to study inherited susceptibility to prostate cancer; no exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000612,Singapore Multi-Ethnic Cohort,cohort,no,,,The Multi-Ethnic Cohort (MEC) Study is a population-based study in Singapore (n=14 530) with recruitment conducted between 2004 and 2010.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6530395/fullTextXML,high,"Population-based cohort of Singapore residents of three ethnic groups, free of major disease at recruitment, for chronic disease research broadly; neither an exposure nor a disease cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000613,ADDITION-Denmark,cohort,yes,patients,type 2 diabetes,"The Danish arm of the ADDITION-Europe study7 was a trial of intensive treatment of people with screen-detected diabetes, which included training in motivational interviewing for GPs.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7330202/fullTextXML,high,Danish arm of ADDITION-Europe: general-practice populations were screened and those with screen-detected type 2 diabetes were cluster-randomised to routine or intensive treatment and followed for CVD and death; a trial cohort of patients with the condition. No exposure basis.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000614,Anglo-Danish-Dutch Study of Intensive Treatment in People with Screen Detected Diabetes in Primary Care,cohort,yes,patients,type 2 diabetes,We did the multicentre Anglo-Danish-Dutch Study of Intensive Treatment In People with Screen Detected Diabetes in Primary Care (ADDITION-Europe) to investigate this issue.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3136726/fullTextXML,high,"Cluster-randomised trial in Denmark, the Netherlands and the UK of intensive multifactorial treatment in 3,057 people with screen-detected type 2 diabetes; a trial cohort of patients. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000615,Montreal Heart Institute Biobank,cohort,yes,patients,cardiovascular disease,The MHIBB is a cardiology hospital cohort in which there is obvious enrichment of CV diseases.,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12480102/fullTextXML,medium,"Hospital-based biobank of patients of the Montreal Heart Institute, a cardiology hospital, so the participants are cardiology patients enriched for cardiovascular disease rather than all confirmed cases; the sources call them patients. No exposure basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000616,Exeter Family Study of Childhood Health,cohort,no,,,"We recruited 1017 families from a postcode-defined area in central Exeter. Specific inclusion criteria were established to obtain a homogeneous, non-diabetic, UK Caucasian cohort.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A16466435+AND+SRC%3AMED&format=json&resultType=core,high,"Prospective family study of parents and children from a postcode-defined area of Exeter, deliberately non-diabetic and disease-free, set up to test the fetal insulin hypothesis and study birthweight and early growth; a birth cohort about growth, not disease or exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000617,Global Lipids Genetics Consortium,cohort aggregation,no,,,"Here we conduct a multi-ancestry, genome-wide genetic discovery meta-analysis of lipid levels in approximately 1.65 million individuals, including 350,000 of non-European ancestries.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A34887591+AND+SRC%3AMED&format=json&resultType=core,medium,"Consortium meta-analysing GWAS of blood lipid levels across some 200 mostly population studies; blood lipids are a quantitative trait rather than a disease, and the member studies are not selected by exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000618,Molecular Epidemiology of Colorectal Cancer Study,cohort,yes,patients,colorectal cancer,The Molecular Epidemiology of Colorectal Cancer Study (MECC) is a population-based study of incident CRC cases and healthy controls recruited from northern Israel from 1998 to 2017 [45].,https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11046907/fullTextXML,high,Population-based case-control study of incident colorectal cancer in northern Israel; the cases of a case-control study make it a patient cohort. Environmental risk factors are studied but do not define the cohort.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000619,Nurses' Health Study II,cohort,no,,,"Started in 1989, NHSII recruited 116,429 female registered nurses ages 25–42 from 14 states with large numbers of registered nurses.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12225639/fullTextXML,medium,"Prospective cohort of female registered nurses recruited for chronic-disease epidemiology in women; nurses were chosen as reliable reporters, not for an occupational hazard, and the many exposure analyses (aircraft noise, diet) are among many variables rather than the design purpose. Broad chronic-disease remit, so not a disease cohort.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000620,National Institute on Alcohol Abuse and Alcoholism cohort,cohort,no,,,"The sample consisted of 119 European American (EA) and 82 African American (AA) healthy controls that were recruited at the National Institute on Alcohol Abuse and Alcoholism (NIAAA) at the National Institutes of Health (NIH), USA.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8243879/supplementaryFiles,high,"Sample of healthy controls recruited at NIAAA who did not meet criteria for alcohol dependence or other major psychiatric disorders; healthy volunteers, so neither a disease nor an exposure cohort despite the institute's name.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000621,Southern Community Cohort Study,cohort,yes,population study of disease,cancer,"To accomplish this aim, we utilize data from the Southern Community Cohort Study (SCCS), a cohort with rich multilevel data designed to help address racial disparities in cancer outcomes.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12973162/fullTextXML,medium,"Prospective cohort of predominantly Black, low-income adults in the southeastern US, NCI-funded and designed to address racial disparities in cancer, though it is also used for other chronic diseases; a general-population cohort whose stated purpose is one disease family. Low income by itself is not an exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
