ID,label,type,participants,counts,cases,controls,year,quote,source,quote verified,confidence,needs,note,batch
COHO:0000359,WTCCC case-control study for Hypertension,cohort,2000,hypertension cases genotyped for WTCCC1 (before quality control),2000,,2007,"Case series came from previously established collections with nationally representative recruitment: 2,000 samples were genotyped for each.",https://europepmc.org/api/getPdf?pmcid=PMC2719288,yes,medium,,"WTCCC 2007 Nature paper (PMID:17554300), author manuscript; the design was '2,000 cases for each disease and 3,000 combined controls', and the shared 1958 Birth Cohort and UK Blood Services controls are separate COHO terms. After quality control 809 samples were excluded across the study (16,179 retained); the per-disease post-QC counts are in a supplementary table not read here, and the paper notes 'Actual numbers of cases and controls for each disease are slightly smaller'. The EGA study EGAS00000000009 gives the case dataset a sample count of 1, so it does not help.",s018
COHO:0000360,WTCCC case-control study for Inflammatory Bowel Disease,cohort,2000,inflammatory bowel disease (the WTCCC1 collection was Crohn's disease cases) cases genotyped for WTCCC1 (before quality control),2000,,2007,"Case series came from previously established collections with nationally representative recruitment: 2,000 samples were genotyped for each.",https://europepmc.org/api/getPdf?pmcid=PMC2719288,yes,medium,,"WTCCC 2007 Nature paper (PMID:17554300), author manuscript; the design was '2,000 cases for each disease and 3,000 combined controls', and the shared 1958 Birth Cohort and UK Blood Services controls are separate COHO terms. After quality control 809 samples were excluded across the study (16,179 retained); the per-disease post-QC counts are in a supplementary table not read here, and the paper notes 'Actual numbers of cases and controls for each disease are slightly smaller'. The EGA study EGAS00000000006 gives the case dataset a sample count of 1, so it does not help. The WTCCC1 IBD collection is the Crohn's disease case series (CD) of the 2007 paper.",s018
COHO:0000361,WTCCC case-control study for Multiple Sclerosis,cohort,1000,multiple sclerosis cases in the WTCCC nsSNP scan (design number per disease),1000,,2007,"Here we report several new replicated associations in our scan of nsSNPs in 1500 shared controls and 1000 individuals from each of 4 different diseases: Ankylosing Spondylitis (AS), Autoimmune Thyroid Disease/Graves’ Disease (AITD), Breast Cancer (BC) and Multiple Sclerosis (MS).",https://europepmc.org/api/getPdf?pmcid=PMC2680141,yes,medium,,"WTCCC & TASC, Nat Genet 2007 (PMID:17952073), author manuscript. 1000 per disease is the stated study size; the shared controls (1500, 1958 British Birth Cohort) are a separate COHO term. The EGA study EGAS00000000022 lists dataset EGAD00000000012 (MS samples, Illumina 15K) with 975 samples. The WTCCC 2007 Nature paper (PMID:17554300) also plans '1,000 cases for each of breast cancer, multiple sclerosis, ankylosing spondylitis and autoimmune thyroid disease'.",s018
COHO:0000362,WTCCC case-control study for Rheumatoid Arthritis,cohort,2000,rheumatoid arthritis cases genotyped for WTCCC1 (before quality control),2000,,2007,"Case series came from previously established collections with nationally representative recruitment: 2,000 samples were genotyped for each.",https://europepmc.org/api/getPdf?pmcid=PMC2719288,yes,medium,,"WTCCC 2007 Nature paper (PMID:17554300), author manuscript; the design was '2,000 cases for each disease and 3,000 combined controls', and the shared 1958 Birth Cohort and UK Blood Services controls are separate COHO terms. After quality control 809 samples were excluded across the study (16,179 retained); the per-disease post-QC counts are in a supplementary table not read here, and the paper notes 'Actual numbers of cases and controls for each disease are slightly smaller'. The EGA study EGAS00000000011 gives the case dataset a sample count of 1, so it does not help. The same paper describes the RA case sources: 404 from the arc National Repository of Family Material, 109 from the Norfolk Arthritis Register and 1348 from NHS rheumatology clinics (not summed here).",s018
COHO:0000363,WTCCC case-control study for Tuberculosis,cohort,,Gambian tuberculosis cases and controls in the WTCCC GWA study (total not stated),1316,1382,2010,"The Gambian WTCCC GWA study included 1,316 cases and 1,382 controls who were genotyped using the Affymetrix GeneChip 500K array with 354,607 autosomal SNPs ( Supplementary Methods ) (WTCCC, unpublished).",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4975513/fullTextXML,yes,medium,,"Thye et al., Nat Genet 2010 (PMID:20694014), author manuscript; no sentence gives the cases-plus-controls total, so participants is left null. Other figures: the WTCCC 2007 Nature paper planned 'a GWA study for tuberculosis in 1,500 cases and 1,500 controls, sampled from The Gambia'; the EGA study EGAS00000000027 lists 1498 TB samples and 1496 African control samples; Table 1 of Thye et al. gives 1309 cases and 1377 controls genotyped for rs4331426.",s018
COHO:0000364,WTCCC case-control study for Type 1 Diabetes,cohort,2000,type 1 diabetes cases genotyped for WTCCC1 (before quality control),2000,,2007,"Case series came from previously established collections with nationally representative recruitment: 2,000 samples were genotyped for each.",https://europepmc.org/api/getPdf?pmcid=PMC2719288,yes,medium,,"WTCCC 2007 Nature paper (PMID:17554300), author manuscript; the design was '2,000 cases for each disease and 3,000 combined controls', and the shared 1958 Birth Cohort and UK Blood Services controls are separate COHO terms. After quality control 809 samples were excluded across the study (16,179 retained); the per-disease post-QC counts are in a supplementary table not read here, and the paper notes 'Actual numbers of cases and controls for each disease are slightly smaller'. The EGA study EGAS00000000014 gives the case dataset a sample count of 1, so it does not help. The same paper says the WTCCC cases were selected from a total T1D case data set of about 8,000.",s018
COHO:0000365,WTCCC case-control study for Type 2 Diabetes,cohort,2000,type 2 diabetes cases genotyped for WTCCC1 (before quality control),2000,,2007,"Case series came from previously established collections with nationally representative recruitment: 2,000 samples were genotyped for each.",https://europepmc.org/api/getPdf?pmcid=PMC2719288,yes,medium,,"WTCCC 2007 Nature paper (PMID:17554300), author manuscript; the design was '2,000 cases for each disease and 3,000 combined controls', and the shared 1958 Birth Cohort and UK Blood Services controls are separate COHO terms. After quality control 809 samples were excluded across the study (16,179 retained); the per-disease post-QC counts are in a supplementary table not read here, and the paper notes 'Actual numbers of cases and controls for each disease are slightly smaller'. The EGA study EGAS00000000016 gives the case dataset a sample count of 1, so it does not help. Cases were selected from the Diabetes UK Warren 2 repository.",s018
COHO:0000366,Charles F. and Joanne Knight Alzheimer Disease Research Center,cohort,6625,Knight-ADRC participants recruited during the last 30 years,,,2024,"Out of the 6,625 Knight-ADRC participants (Table 1) recruited during the last 30 years, 2,746 of them are classified at the last assessment as AD (with 29 of them being Autosomal Dominant AD), 2,369 are considered cognitively unimpaired, and 1,510 are considered to suffer from other dementias (1,285 AD Related Dementias (ADRD), 153 FTD, and 72 DLB - Table 1.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11245521/fullTextXML,yes,high,,"Knight-ADRC resource paper (PMID:38997326, Sci Data 2024), the definition source. The same paper also says cognitive assessments were performed on 'more than 6,625 participants', that the GHTO core holds samples from 6,625 participants, and that omic data exist for 5,283 participants (as of October 2023). Year is the paper's publication year.",s018
COHO:0000367,Alzheimer's Disease Neuroimaging Initiative,cohort,819,"subjects enrolled at baseline in ADNI-1 (229 cognitively normal, 398 MCI, 192 AD)",,,,"A total of 819 subjects (229 cognitively normal, 398 with MCI, and 192 with AD) were enrolled at baseline and followed for 12 months using standard cognitive and functional measures typical of clinical trials.",PMID:20042704,yes,medium,,"The number is the first phase (ADNI-1) only; ADNI has since added participants in ADNI GO, ADNI-2, ADNI-3 and ADNI4. The ADNI About page gives only per-phase planned numbers (e.g. 200 EMCI in ADNI GO, 550 newly enrolled in ADNI-2), and the ADNI4 digital-study paper (PMC11485063) plans an in-clinic cohort of up to 1500 including rollovers; no source read states a cumulative total across phases. The example study (PMID:35086473) analysed 1,576 subjects, and QT-PAD holds 1,737 ADNI participants.",s019
COHO:0000368,Dominantly Inherited Alzheimer Network,cohort,255,participants enrolled as of 15 May 2012,,,2012,"255 DIAN participants were enrolled as of May 15, 2012, the largest international cohort of ADAD individuals in the world.",PMID:23139856,yes,low,,"An interim count from the design paper, which adds that enrolment was ongoing and anticipated to reach 400. The DIAN website's Observational Study description (https://dian.wustl.edu/observational-study/description/) now targets 'Up to 850 participants', a planned size. The example study (PMID:42127933) included 472 participants from DIAN, an analysed subset that shows the cohort has grown past 255. A recent DIAN cohort profile would settle the achieved size.",s019
COHO:0000369,Barcelona-1,cohort,300,subjects at baseline (approximate),,,,"Barcelona -1 is a longitudinal observational study consisting of ~300 subjects at baseline carried out in the Memory and Disorder unit at the University Hospital Mutua de Terrassa, Terrassa, Barcelona, Spain.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9562128/,yes,medium,,"An approximate figure from a multi-cohort proteomics paper (PMID:35871346), not a Barcelona-1 design paper. The example study (PMID:39528825) analysed CSF proteomics for 198 Barcelona-1 individuals, a subset.",s019
COHO:0000370,Stockholm-Tartu Atherosclerosis Reverse Networks Engineering Task,cohort,600,coronary artery disease patients genotyped and RNA-sequenced,600,,,We genotyped and RNA-sequenced vascular and metabolic tissues from 600 coronary artery disease patients in the Stockholm-Tartu Atherosclerosis Reverse Networks Engineering Task study (STARNET).,PMID:27540175,yes,medium,,"The design paper (PMID:27540175) counts the 600 CAD patients only; it does not state in the text read how many non-CAD comparison patients were enrolled (its Table S1, not read, may). The example study (PMID:41456820) profiled a subset of 284 patients: CABG patients (n = 200) and controls eligible for other open-heart surgeries (n = 84).",s019
COHO:0000371,Million Veteran Program,cohort,1000000,Veterans who have joined since 2011,,,,"Since launching in 2011, 1 million Veterans have joined MVP.",https://www.research.va.gov/mvp/,yes,medium,,"A round figure from the VA research website; the MVP participant site (https://www.mvp.va.gov/pwa/) says 'Over one million Veterans are part of our program'. The design paper (PMID:26441289) reports 397,104 veterans enrolled as of August 3, 2015. The example study (PMID:39024449) analysed 635,969 participants (Genomics Release 4) and says MVP 'enrolled its one-millionth Veteran in 2023'.",s019
COHO:0000372,Chinese Imaging Genetics study,cohort,7000,participants recruited to date (more than 7000),,,,"To date, we have recruited more than 7000 participants, becoming the largest and most integrative Chinese neuroimaging genetics cohort.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7042768/fullTextXML,yes,medium,,"A lower bound from the design paper (PMID:31827248), which aimed to recruit 10,000 participants in 30 research centres; its cohort description is based on 5819 participants who had passed quality assessment, of whom 4885 had been genotyped. The recruitment was ongoing, so the final size may be larger.",s019
