ID	TYPE	label	data collection location	evidence	source
COHO:0000507	owl:NamedIndividual	Brain Imaging Genetics study	dbpedia:Netherlands	The Brain Imaging Genetics (BIG) study was initiated in 2007 and comprises healthy volunteer subjects, including many university students, who participate in diverse imaging studies at the Donders Centre for Cognitive Neuroimaging (DCCN), Nijmegen, The Netherlands (Franke et al., 2010).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3975119/fullTextXML
COHO:0000508	owl:NamedIndividual	BrainSCALE study	dbpedia:Netherlands	In The Netherlands, we initiated a longitudinal study in which twins, their siblings and their parents are assessed at three year intervals.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A22856378+AND+SRC%3AMED&format=json&resultType=core
COHO:0000509	owl:NamedIndividual	Norwegian Cognitive NeuroGenetics sample	dbpedia:Norway		
COHO:0000510	owl:NamedIndividual	NeuroIMAGE study	dbpedia:Netherlands	The NeuroIMAGE study is a follow-up of the Dutch part of the International Multicenter ADHD Genetics (IMAGE) project.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A25012461+AND+SRC%3AMED&format=json&resultType=core
COHO:0000511	owl:NamedIndividual	Inter99 Study	dbpedia:Denmark	The study was a population-based randomized controlled trial, Inter99 (1999-2006), Copenhagen, Denmark.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A25886540+AND+SRC%3AMED&format=json&resultType=core
COHO:0000512	owl:NamedIndividual	iPSYCH case-cohort study	dbpedia:Denmark	The iPSYCH2012 sample is nested within the entire Danish population born between 1981 and 2005, including 1 472 762 persons.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A28924187+AND+SRC%3AMED&format=json&resultType=core
COHO:0000513	owl:NamedIndividual	Long Life Family Study	dbpedia:United_States|dbpedia:Denmark	The University of Southern Denmark field center identified individuals who would be ages 90 and above during the study recruitment period through the Danish National Register of Persons	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8974329/fullTextXML
COHO:0000514	owl:NamedIndividual	Genetic Epidemiology of COPD	dbpedia:United_States	COPDGene enrolled 10,198 former and current smokers aged 45–80 years with a history of ≥10 pack-year smoking with and without COPD from initiation in P1 from 21 clinical centers across the United States (Figure 1) [4].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10221198/fullTextXML
COHO:0000515	owl:NamedIndividual	Genetic and phenotypic determinants of blood pressure and other cardiovascular risk factors	dbpedia:Liechtenstein	Genetic and phenotypic determinants of blood pressure and other cardiovascular risk factors (GAPP) is a population-based prospective cohort study involving a representative sample of healthy adults aged 25–41 years residing in the Principality of Liechtenstein (Conen et al., 2013).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9576575/fullTextXML
COHO:0000516	owl:NamedIndividual	Women's Genome Health Study	dbpedia:United_States	The primary aim of the Women's Genome Health Study (WGHS) is to create a comprehensive, fully searchable genome-wide database of >360 000 single nucleotide polymorphisms among at least 25 000 initially healthy American women participating in the ongoing NIH-funded Women's Health Study (WHS).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A18070814+AND+SRC%3AMED&format=json&resultType=core
COHO:0000517	owl:NamedIndividual	Cameron County Hispanic Cohort	dbpedia:United_States	We established a cohort on the United States-Mexico border to determine the prevalence of obesity and diabetes in this Mexican American population	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:20394692%20AND%20SRC:MED&resultType=core&format=json
COHO:0000518	owl:NamedIndividual	Alzheimer's Disease Genetics Consortium	dbpedia:United_States	This was a meta-analysis of genetic association studies in case-control, family-based, population-based, and longitudinal AD-related cohorts from the US Alzheimer’s Disease Genetics Consortium, the Alzheimer’s Disease Sequencing Project, the UK Biobank, the Finnish health registry, and the US Million Veterans Program.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11385320/fullTextXML
COHO:0000519	owl:NamedIndividual	Consortium for the Analysis of the Diversity and Evolution of Latin America	dbpedia:Mexico|dbpedia:Colombia|dbpedia:Peru|dbpedia:Chile|dbpedia:Brazil	Recruitment took place mainly in five locations: México City (México), Medellín (Colombia), Lima (Perú), Arica (Chile) and Porto Alegre (Brazil).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4177621/fullTextXML
COHO:0000520	owl:NamedIndividual	Mexico City Prospective Study	dbpedia:Mexico	MCPS is a prospective cohort of more than 150,000 adults, aged at least 35 years, who were recruited between 1998 and 2004 from the contiguous urban districts of Coyoacán and Iztapalapa in Mexico City23,55.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11906367/fullTextXML
COHO:0000521	owl:NamedIndividual	Airwave Health Monitoring Study	dbpedia:United_Kingdom	a digital communication system used by police forces and other emergency services in Great Britain since 2001	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:25194498%20AND%20SRC:MED&resultType=core&format=json
COHO:0000522	owl:NamedIndividual	Cohorte Lausannoise	dbpedia:Switzerland	In order to assess the prevalence of cardiovascular risk factors (CVRFs) in the Caucasian population of Lausanne, Switzerland, we conducted a population-based study (Colaus Study).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:18366642%20AND%20SRC:MED&resultType=core&format=json
COHO:0000523	owl:NamedIndividual	Melbourne Collaborative Cohort Study	dbpedia:Australia	The MCCS was approved by the Human Research Ethics Committee of the Cancer Council Victoria, Melbourne, VIC, Australia, and informed consent was provided by all participants according to the Declaration of Helsinki.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12490524/fullTextXML
COHO:0000524	owl:NamedIndividual	TRacking Adolescents' Individual Lives Survey	dbpedia:Netherlands	The population cohort includes participants born between 1 October 1989 and 30 September 1991, who lived in the North of The Netherlands at the time of the baseline assessment in 2001/02.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4339762/fullTextXML
COHO:0000525	owl:NamedIndividual	ADDITION-PRO Study	dbpedia:Denmark	16,136 eligible individuals were identified at high risk following participation in a stepwise screening programme in Danish general practice between 2001 and 2006.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A23241242+AND+SRC%3AMED&format=json&resultType=core
COHO:0000526	owl:NamedIndividual	Finnish Cardiovascular Study	dbpedia:Finland	All patients scheduled for an exercise stress test at Tampere University Hospital and willing to participate have been and will be recruited between October 2001 and December 2007.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A16515696+AND+SRC%3AMED&format=json&resultType=core
COHO:0000527	owl:NamedIndividual	Health Professionals Follow-up Study	dbpedia:United_States	Participants included US male health professionals aged 40 to 75 years at enrollment.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A33185675+AND+SRC%3AMED&format=json&resultType=core
COHO:0000528	owl:NamedIndividual	ARGO study	dbpedia:Greece	More than 1,500 patients with severe OA, undergoing hip and/or knee total joint replacement were recruited from the cities of Athens and Larissa.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8459317/fullTextXML
COHO:0000530	owl:NamedIndividual	Ansan and Ansung Study	dbpedia:South_Korea	Baseline participants were 10,030 subjects aged 40 to 69 years who were from Ansan or Anseong in Gyeonggi-do, South Korea.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A36573383+AND+SRC%3AMED&format=json&resultType=core
COHO:0000531	owl:NamedIndividual	Nagahama Prospective Cohort for Comprehensive Human Bioscience	dbpedia:Japan	This study cohort was recruited from the general population living in Nagahama city, a largely rural city of 125,000 inhabitants in Shiga prefecture, located in the center of Japan.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4622045/fullTextXML
COHO:0000533	owl:NamedIndividual	Tohoku Medical Megabank Project	dbpedia:Japan	These people were recruited from health checkups conducted in two prefectures of Northeastern Japan: Miyagi (n = 32,459) and Iwate (n = 20,906).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13175889/fullTextXML
COHO:0000534	owl:NamedIndividual	Fred Hutchinson Prostate Cancer Study	dbpedia:United_States	The FH Study included 402 European-American male residents of King County, Washington, aged 35–74 years and diagnosed with prostate cancer either in 1993–1996 or in 2002–2005, and underwent radical prostatectomy as primary treatment for clinically localized disease.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC10592169/unicode
COHO:0000535	owl:NamedIndividual	Whole Genome Association Analysis of Hematopoietic Cell Transplant (HCT) Outcomes	dbpedia:United_States	The study population represents a large cohort from the Fred Hutchinson Cancer Research Center and consists of 4,471 recipients and 4,628 donors containing 4,258 recipient-donor pairs.	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001918.v1.p1
COHO:0000537	owl:NamedIndividual	Molecular Genetics of Adverse Drug Reactions in Childhood Study	dbpedia:United_Kingdom	The United Kingdom MAGIC study cohort was a retrospective cohort of platinum-treated pediatric cancer patients recruited between January 2012 and March 2018 at eight United Kingdom sites	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9870026/fullTextXML
COHO:0000538	owl:NamedIndividual	Raine Study	dbpedia:Australia	The Raine Study is a well-characterised pregnancy cohort located in Western Australia.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12873190/fullTextXML
COHO:0000539	owl:NamedIndividual	Prospective Study of Pravastatin in the Elderly at Risk	dbpedia:United_Kingdom|dbpedia:Republic_of_Ireland|dbpedia:Netherlands	In Scotland, Ireland, and the Netherlands, 23,770 individuals were screened, and 5,804 subjects (2,804 men and 3,000 women), aged 70 to 82 years (average 75 years) and with baseline cholesterol 4.0-9.0 mmol/l, were randomised.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:12097148%20AND%20SRC:MED&resultType=core&format=json
COHO:0000540	owl:NamedIndividual	Genetic Epidemiology Network of Salt Sensitivity	dbpedia:China	Each family was ascertained through a proband with untreated prehypertension or stage-1 hypertension in rural China.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:17443206%20AND%20SRC:MED&resultType=core&format=json
COHO:0000541	owl:NamedIndividual	Kaiser Permanente Research Bank	dbpedia:United_States	The KP Research Bank (KPRB), a research resource within KP, is seeking to collect biospecimens and surveys from at least 400,000 adult members across the U.S. and linking that information to the EHR.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8876075/fullTextXML
COHO:0000542	owl:NamedIndividual	Minnesota Center for Twin and Family Research	dbpedia:United_States	Lykken and his colleagues developed protocols that allowed for the successful ascertainment of large, representative samples of twins from birth records, which can be accessed for research purposes in Minnesota State.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC7056536/unicode
COHO:0000543	owl:NamedIndividual	Relationship between Insulin Sensitivity and Cardiovascular disease	dbpedia:Austria|dbpedia:Denmark|dbpedia:Finland|dbpedia:France|dbpedia:Germany|dbpedia:Greece|dbpedia:Netherlands|dbpedia:Republic_of_Ireland|dbpedia:Italy|dbpedia:Sweden|dbpedia:Spain|dbpedia:Switzerland|dbpedia:United_Kingdom|dbpedia:Serbia	At the end of November 2004, the RISC study had recruited 1504 participants in 14 countries (Austria, Denmark, Finland, France, Germany, Greece, The Netherlands, Ireland, Italy, Sweden, Spain, Switzerland, United Kingdom and Serbia and Montenegro).	https://web.archive.org/web/20090107060020/http://www.egir.org/egirrisc/status.html
COHO:0000544	owl:NamedIndividual	Rotterdam Study I	dbpedia:Netherlands	The first cohort (RS-I) started in 1990 and included 7,983 inhabitants, aged ≥55 years from Ommoord, a suburb of Rotterdam in the Netherlands.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7944992/fullTextXML
COHO:0000545	owl:NamedIndividual	Adolescent Brain Cognitive Development Study	dbpedia:United_States	the marginal race and ethnic composition for children living within the site-defined recruitment catchment areas of these 21 sites (described below) closely matches the distribution of the U.S. as a whole.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6314286/fullTextXML
COHO:0000546	owl:NamedIndividual	Study to Understand the Genetics of the Acute Response to Metformin and Glipizide in Humans	dbpedia:United_States	All CRC visits took place at an academic medical center (Massachusetts General Hospital, Brigham and Women’s Hospital, or the Joslin Diabetes Center, all in Boston, MA).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4374872/fullTextXML
