ID	TYPE	label	participants	participants evidence	participants source	participants note	cases	cases evidence	cases source	cases note	controls	controls evidence	controls source	controls note
COHO:0000393	owl:NamedIndividual	Metabolic Syndrome in Men Study	10197	The Metabolic Syndrome in Men (METSIM) study is a population-based study including 10,197 Finnish men examined in 2005-2010.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A28119442+AND+SRC%3AMED&format=json&resultType=core	Finnish men examined at baseline 2005-2010								
COHO:0000394	owl:NamedIndividual	Qatar Genome Program	14392	This study was based on a cohort of 14,392 Qatari participants from the population based QGP [16].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11576737/fullTextXML	Qatari participants with whole genomes analysed in a 2024 study (the latest stated QGP sequenced set; not stated as the programme's total)								
COHO:0000395	owl:NamedIndividual	Trøndelag Health Study	230617	With the completion of HUNT4-S, 230 617 individuals have participated in one or more of the HUNT surveys.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9908054/fullTextXML	individuals who participated in one or more HUNT surveys (HUNT1-HUNT4, including HUNT4-S), 2019								
COHO:0000397	owl:NamedIndividual	Chronic Renal Insufficiency Cohort Study	5499	The Chronic Renal Insufficiency Cohort (CRIC) Study is a multicenter observational cohort study that enrolled 5499 adults from 7 clinical centers across the US.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8855239/fullTextXML	adults with CKD enrolled in phases 1 (2003-2008) and 3 (2013-2015)								
COHO:0000398	owl:NamedIndividual	Systematic and Combined Analysis of Olink Proteins	78664	We performed a proteogenomic meta-analysis of 1,161 protein targets measured in blood across 38 cohorts, including up to 78,664 participants of European ancestry (Table S1A; for study design see Figure S1).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13343581/fullTextXML	participants of European ancestry in the consortium's largest pQTL meta-analysis (38 cohorts, including UK Biobank), 2026								
COHO:0000399	owl:NamedIndividual	China Medical University Hospital Biobank	413210	As of the time of this study, a total of 413,210 patients were enrolled.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC12136033/fullTextXML	patients enrolled 2018-2021 (Precision Medicine Project, genotyped on TPMv1)								
COHO:0000400	owl:NamedIndividual	Religious Orders Study and Rush Memory and Aging Project	3414	Through December 31, 2017, the studies enrolled 3,414 persons of whom 72.6% are female, 88.2% are non-Latino White, 6.3% are African American, 5.5% are Latino (including African American Latinos), and the remainder are other racial groups.	https://pmc.ncbi.nlm.nih.gov/articles/PMC6380522/	persons enrolled in ROS and MAP combined, through 31 December 2017								
COHO:0000401	owl:NamedIndividual	Mayo Clinic Biobank	56862	Prior to the close of the active enrolment, 159 participants withdrew from the Biobank, leaving a total of 56 862 participants enrolled in the Mayo Clinic Biobank as of 31 March 2016.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6858142/fullTextXML	adult patients enrolled 2009 to 31 March 2016 (after 159 withdrawals)								
COHO:0000403	owl:NamedIndividual	FinnGen	520210	Current data freeze 520 210 combined genotype and health registry data	https://www.finngen.fi/en	individuals with combined genotype and health registry data in the current data freeze								
COHO:0000404	owl:NamedIndividual	NIHR BioResource Rare Diseases Study	13037	We performed WGS of 13,037 individuals enrolled at 57 National Health Service (NHS) hospitals in the United Kingdom and 26 hospitals in other countries (Fig. 1a, Extended Data Fig. 1a, Supplementary Table 1), in three batches, to clinical standard (Fig. 1b).	https://europepmc.org/api/getPdf?pmcid=PMC7610553	individuals enrolled and whole-genome sequenced (9,802 with a rare disease or extreme trait), 2017								
COHO:0000405	owl:NamedIndividual	Australian Imaging, Biomarker & Lifestyle Flagship Study of Ageing	2359	The evolution of the Inception cohort at baseline, 18, 36, 54, 72, 90, 108, and 126 months follow-up, was enriched with recruitment of 1,247 new participants to compensate for attrition (Enrichment cohort), yielding the current database of 2,359 participants with 8,592 person-contact years.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8293663/fullTextXML	participants of the Inception (1,112) and Enrichment (1,247) cohorts, as of 10 April 2019								
COHO:0000407	owl:NamedIndividual	Diabetic Nephropathy Cohort	2080	DN cohort recruited 2080 outpatient participants with T2D from the diabetes centre (Chinese N = 1309, Malay = 411, Asian Indian = 360) in a regional hospital between March 2004 and December 2015 with the primary aim to study the development and progression of DN and the secondary aim to study the major cardiovascular diseases (CVD) in T2D patients.	PMID:31146758	outpatients with type 2 diabetes recruited 2004-2015								
COHO:0000408	owl:NamedIndividual	Singapore Study of Macro-Angiopathy and Micro-Vascular Reactivity in Type 2 Diabetes	2258	A total of 2258 patients with type 2 diabetes mellitus (T2DM) were recruited at baseline.	PMID:38059349	patients with type 2 diabetes recruited at baseline (2011-2014)								
COHO:0000409	owl:NamedIndividual	Women's Health Initiative	161808	161,808 postmenopausal women enrolled in the WHI.	https://www.whi.org/about-whi	postmenopausal women enrolled in the clinical trials and observational study, 1993-1998								
COHO:0000410	owl:NamedIndividual	Study of Health in Pomerania-TREND	4420	In total, 8,727 individuals underwent baseline investigations in SHIP-START (n = 4308) and SHIP-TREND (n = 4420).	PMID:39085387	individuals examined at baseline (SHIP-TREND-0, 2008-2012)								
COHO:0000411	owl:NamedIndividual	Korean Genome and Epidemiology Study	245000	The Korean Genome and Epidemiology Study (KoGES) has undergone a strategic transformation towards ageing research with its 245 000 participants, now in their sixties and seventies, providing an invaluable long-term resource for studying healthy ageing and longevity.	PMID:42753719	participants enrolled across the six KoGES cohorts since 2001 (a round figure), 2026								
COHO:0000412	owl:NamedIndividual	Netherlands Epidemiology of Obesity Study	6673	In total, 6,673 participants have been included, of whom 5,217 with a BMI of 27 kg/m2 or higher.	PMID:23576214	individuals aged 45-65 included 2008-2012								
COHO:0000413	owl:NamedIndividual	Wisconsin Registry for Alzheimer's Prevention	1561	Since late 2001, Wisconsin Registry for Alzheimer's Prevention has enrolled 1561 people at a mean baseline age of 54 years.	PMID:29322089	people enrolled since late 2001 (as of the 2017 profile)								
COHO:0000414	owl:NamedIndividual	Wisconsin Alzheimer's Disease Research Center	1151		https://adrc.wisc.edu/sites/default/files/styles/max_650x650/public/2026-06/Wisconsin%20ADRC%20By%20the%20Numbers%20%281%29.jpg?itok=OHMophYE	Clinical Core participants, April 2009 to March 2026								
COHO:0000415	owl:NamedIndividual	Food Chain Plus	1811	During the first recruitment phase referred to as baseline in the following, data were collected between 2011 and 2014 from 1811 adults (18–83 years).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9630232/fullTextXML	adults recruited at baseline, 2011-2014								
COHO:0000416	owl:NamedIndividual	Amish Complex Disease Research Program	7000	To date, over 7000 Amish adults have participated in one or more of our studies as part of the Amish Complex Disease Research Program72.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8989972/fullTextXML	Amish adults who have taken part in one or more of the programme's studies (a lower bound, 'over 7000'), 2022								
COHO:0000417	owl:NamedIndividual	BioVU	300000	BioVU now accrues 500-1000 samples per week, totaling more than 300,000 DNA samples as of January 2023.	https://victr.vumc.org/biovu-description/	DNA samples banked (a lower bound, 'more than 300,000'), one per patient (2023)								
COHO:0000418	owl:NamedIndividual	Southall and Brent Revisited	4857	SABRE is a population-based cohort initiated in 4,857 people of European, South Asian and African Caribbean origin aged 40 to 69 living in West London, UK9 .	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-60431-y/MediaObjects/41467_2025_60431_MOESM1_ESM.pdf	people of European, South Asian and African Caribbean origin aged 40-69 at baseline (1988-91), 1991								
COHO:0000419	owl:NamedIndividual	Gut-and-Liver Axis in Alcoholic Liver Fibrosis					462	We investigated BA homeostasis in a cross-sectional ALD cohort (n = 462), alongside matched healthy controls (n = 148), and validated key findings in two independent ALD cohorts (n = 34 and n = 52).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13233754/fullTextXML	patients with alcohol-related liver disease (GALA-ALD) and matched healthy controls (GALA-HC); no total stated (2018)	148	We investigated BA homeostasis in a cross-sectional ALD cohort (n = 462), alongside matched healthy controls (n = 148), and validated key findings in two independent ALD cohorts (n = 34 and n = 52).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC13233754/fullTextXML	patients with alcohol-related liver disease (GALA-ALD) and matched healthy controls (GALA-HC); no total stated (2018)
COHO:0000420	owl:NamedIndividual	Cardiovascular Risk in Young Finns Study	3596	The baseline study was conducted in 1980 when 3596 randomly selected children and adolescents aged 3, 6, 9, 12, 15 and 18 years participated.	PMID:38115890	children and adolescents aged 3-18 at baseline, 1980								
COHO:0000421	owl:NamedIndividual	Study of Colorectal Cancer in Scotland					2057	SOCCS SOCCS study7,8 comprised 2,057 colorectal cancer cases (CRC) (61% male; mean age at diagnosis (65.8 ± 8.4) years) and 2,111 population controls (60% males; mean age 67.9±9.0 years) as ascertained in Scotland.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-60431-y/MediaObjects/41467_2025_60431_MOESM1_ESM.pdf	cases and controls of one genotyped SOCCS sample (analysed subset); no total stated	2111	SOCCS SOCCS study7,8 comprised 2,057 colorectal cancer cases (CRC) (61% male; mean age at diagnosis (65.8 ± 8.4) years) and 2,111 population controls (60% males; mean age 67.9±9.0 years) as ascertained in Scotland.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41467-025-60431-y/MediaObjects/41467_2025_60431_MOESM1_ESM.pdf	cases and controls of one genotyped SOCCS sample (analysed subset); no total stated
COHO:0000422	owl:NamedIndividual	China Kadoorie Biobank	512726	Briefly, 512,726 adults aged 30–79 years were enrolled during 2004–2008 from ten urban and rural areas across China.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10435379/fullTextXML	adults aged 30-79 enrolled 2004-2008								
COHO:0000423	owl:NamedIndividual	All of Us Research Program	800000	Since its inception in 2018, the AoU program has consented to over 800,000 participants, with more than 560,000 completing the initial enrollment process, including health questionnaires and biospecimen collection.	https://pmc.ncbi.nlm.nih.gov/articles/PMC13092120/	participants consented since 2018 (a lower bound, 'over 800,000'), 2026								
COHO:0000424	owl:NamedIndividual	BioMe Biobank	60000	The Mount Sinai BioMe Biobank, founded in 2007, is an ongoing electronic health record-linked biorepository that enrols participants non-selectively from the Mount Sinai Health System, comprising approximately 60,000 participants.	PMID:36216889	participants enrolled (approximate, 'approximately 60,000')								
COHO:0000425	owl:NamedIndividual	Coronary Artery Risk Development in Young Adults Study	5115	The CARDIA study began in 1985 with recruitment of 5,115 participants aged 18 to 30 years at field centers located in Birmingham, AL, Chicago, IL, Minneapolis, MN, and Oakland, CA.	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC7373261/unicode	participants aged 18-30 recruited at baseline, 1985-1986								
COHO:0000426	owl:NamedIndividual	Health for Life in Singapore	10004	We recruited 10,004 Asian men and women aged 30 to 84 years to the HELIOS Study between 2018 and 2022 (www.healthforlife.sg).	PMID:41469377	Asian men and women aged 30-84 recruited 2018-2022								
